transaction_id,transaction_datetime,branch_id,member_id,member_tier,channel,product_category,quantity,unit_price,discount_amount,total_amount,payment_method,satisfaction_score
T003867,2026-03-28 15:23,B05,M0310,gold,In-store,Tea,1,80,4.00,76.00,Credit Card,
T003868,28/03/2026 15:27,B06,,,In-store,Coffee,1,90,0.00,90.00,QR PromptPay,
T003869,2026-03-28 16:12,B02,M0308,Gold,In-store,Coffee,3,100,0.00,300.00,Cash,
T003870,2026-03-28 16:55,B07,M0325,Platinum,In-store,Bakery,1,75,3.75,71.25,Credit Card,
T003871,2026-03-28 17:42,B07,,,Delivery,Merchandise,1,725,0.00,725.00,Credit Card,5
T003872,2026-03-28 18:47,B03,,,In-store,Coffee,3,90,0.00,270.00,QR PromptPay,4
T003873,28/03/2026 18:55,B06,,,In-store,Coffee,2,80,0.00,160.00,QR PromptPay,4
T003874,2026-03-28 19:07,B03,M0078,Silver,In-store,Coffee,1,105,0.00,105.00,Cash,
T003875,28/03/2026 19:22,B06,,,In-store,Coffee,1,120,0.00,120.00,Credit Card,
T003876,2026-03-29 08:04,B02,M0007,Silver,Mobile App,Coffee,1,75,0.00,75.00,Credit Card,5
T003877,2026-03-29 08:56,B04,M0155,Silver,In-store,Coffee,2,115,34.50,195.50,Cash,4
T003878,2026-03-29 09:15,B07,M0170,Gold,App,Merchandise,2,495,0.00,990.00,App Wallet,
T003879,2026-03-29 10:14,B03,M0044,Bronze,In-store,Coffee,1,85,0.00,85.00,Cash,
T003880,2026-03-29 10:33,B04,M0143,Bronze,In-store,Coffee,1,95,19.00,76.00,Cash,3
T003881,2026-03-29 10:34,b08,,,In-store,Tea,1,55,0.00,55.00,QR PromptPay,2
T003882,2026-03-29 10:49,B02,M0015,Gold,Delivery,Bakery,1,90,9.00,81.00,Cash,
T003883,2026-03-29 11:22,B01,M0208,Gold,App,Coffee,2,120,0.00,240.00,Credit Card,
T003884,2026-03-29 11:45,B07,,,App,Coffee,1,65,0.00,65.00,App Wallet,
T003885,29/03/2026 12:24,B06,M0229,Platinum,In-store,Coffee,4,80,0.00,320.00,QR PromptPay,4
T003886,2026-03-29 12:33,B05,,,Delivery,Bakery,2,90,0.00,180.00,Cash,
T003887,2026-03-29 12:37,B02,M0262,Silver,In-store,Merchandise,1,615,0.00,615.00,QR PromptPay,
T003887,2026-03-29 12:37,B02,M0262,Silver,In-store,Merchandise,1,615,0.00,615.00,QR PromptPay,
T003888,2026-03-29 12:38,B07,,,In-store,Coffee,1,65,0.00,65.00,Credit Card,3
T003885,29/03/2026 13:04,B06,M0229,Platinum,In-store,Coffee,-4,80,-0.00,-320.00,QR PromptPay,
T003889,2026-03-29 13:08,B05,,,In-store,Merchandise,1,420,0.00,420.00,Cash,
T003890,2026-03-29 13:11,B03,M0010,Bronze,App,Tea,3,80,0.00,240.00,App Wallet,
T003891,2026-03-29 13:12,B05,M0171,Gold,Delivery,Merchandise,3,270,40.50,769.50,Credit Card,
T003892,2026-03-29 13:17,B08,M0119,Bronze,In-store,Coffee,2,115,0.00,230.00,Cash,
T003893,2026-03-29 13:46,B01,M0045,Gold,Delivery,Tea,2,85,0.00,170.00,QR PromptPay,5
T003894,2026-03-29 15:06,B02,M9349,Bronze,In-store,Coffee,4,110,0.00,440.00,Cash,3
T003895,2026-03-29 15:53,B07,,,In-store,Merchandise,1,465,0.00,465.00,Cash,
T003896,2026-03-29 16:24,B03,M0197,Gold,App,Coffee,1,95,0.00,95.00,App Wallet,
T003897,2026-03-29 16:31,B07,,,In-store,Coffee,2,75,0.00,150.00,Credit Card,
T003898,2026-03-29 17:06,B03,M0078,Silver,Instore,Tea,3,85,38.25,216.75,Credit Card,
T003899,30/03/2026 07:06,B06,M0056,platinum,Delivery,Coffee,3,100,0.00,300.00,Credit Card,4
T003900,2026-03-30 07:13, B07,,,In-store,Bakery,3,80,0.00,240.00,QR PromptPay,4
T003901,2026-03-30 08:06,B07,M0013,Bronze,Instore,Coffee,2,105,0.00,210.00,QR PromptPay,
T003902,2026-03-30 08:25,B05,M0297,Bronze,In-store,Tea,2,55,0.00,110.00,QR PromptPay,
T003903,30/03/2026 08:53,B06,M0056,Platinum,Delivery,Coffee,1,75,0.00,75.00,QR PromptPay,
T003904,2026-03-30 09:06,B02,M0104,Silver,In-store,Coffee,1,70,0.00,70.00,QR PromptPay,
T003905,2026-03-30 11:54,B01,M9672,Silver,In-store,Coffee,1,105,15.75,89.25,Credit Card,3
T003906,2026-03-30 12:46,B01,M0300,Bronze,In-store,Coffee,4,115,0.00,460.00,Cash,3
T003907,2026-03-30 13:30,B03,M0134,Brz,in-store,Coffee,2,60,0.00,120.00,Cash,
T003908,2026-03-30 14:00,B04,,,Deliv.,Tea,2,80,0.00,160.00,Credit Card,
T003909,2026-03-30 14:01,B07,,,In-store,Bakery,2,80,0.00,160.00,Credit Card,
T003910,30/03/2026 14:06,B06,,,In-store,Tea,1,50,0.00,50.00,Credit Card,
T003911,2026-03-30 14:26,B02,M0222,Silver,Delivery,Coffee,2,110,0.00,220.00,QR PromptPay,
T003912,2026-03-30 15:20,B04,M0184,Bronze,In-store,Coffee,4,115,23.00,437.00,QR PromptPay,
T003913,2026-03-30 15:42,B02,M0228,Gold,In-store,Merchandise,2,280,84.00,476.00,Credit Card,
T003914,2026-03-30 16:58,B02,M0069,Platinum,In-store,Coffee,4,90,0.00,360.00,Credit Card,
T003915,30/03/2026 17:41,B06,M0304,Platinum,App,Coffee,2,80,24.00,136.00,App Wallet,1
T003916,2026-03-30 17:45,B03,M0106,Bronze,In-store,Tea,2,50,0.00,100.00,QR PromptPay,
T003916,2026-03-30 17:55,B03,M0106,Bronze,In-store,Tea,-2,50,-0.00,-100.00,QR PromptPay,
T003917,2026-03-30 18:00,B08,M0304,Platinum,In-store,Coffee,2,70,14.00,126.00,Credit Card,
T003918,2026-03-30 18:40,b08,,,app,Coffee,1,80,0.00,80.00,App Wallet,
T003919,30/03/2026 19:15,B06,M0048,Silver,In-store,Bakery,1,75,3.75,71.25,QR PromptPay,3
T003920,30/03/2026 19:24,B06,M0278,Bronze,In-store,Coffee,2,70,28.00,112.00,QR PromptPay,
T003921,2026-03-31 07:18,B08,M0087,Bronze,Delivery,Coffee,1,80,0.00,80.00,Credit Card,
T003922,2026-03-31 08:00,B02,M0292,Silver,In-store,Tea,4,70,0.00,280.00,Cash,5
T003923,2026-03-31 08:00,B04,M0082,Bronze,App,Coffee,4,70,0.00,280.00,App Wallet,
T003924,2026-03-31 08:09,B01,M0048,Silver,In-store,Coffee,1,100,0.00,100.00,Cash,
T003925,2026-03-31 08:13,B05,M0297,Bronze,In-store,Coffee,1,70,7.00,63.00,QR PromptPay,
T003923,2026-03-31 08:41,B04,M0082,Bronze,App,Coffee,-4,70,-0.00,-280.00,App Wallet,
T003926,2026-03-31 11:41,B02,M0319,Gold,In-store,Coffee,1,100,20.00,80.00,QR PromptPay,4
T003927,31/03/2026 11:42,B06,M0213,Slvr,In-store,Coffee,4,55,0.00,220.00,QR PromptPay,
T003928,31/03/2026 12:15,B06,M0219,Bronze,In-store,Coffee,4,95,0.00,380.00,Cash,
T003929,31/03/2026 13:29,B06,M0056,Platinum,In-store,Merchandise,1,850,127.50,722.50,Credit Card,
T003930,2026-03-31 16:23,B03,,,App,Coffee,4,80,0.00,320.00,Credit Card,
T003931,2026-03-31 16:24,B01,M0114,Silver,In-store,Merchandise,1,400,0.00,400.00,Credit Card,5
T003932,2026-03-31 16:36,B05,,,In-store,Merchandise,3,585,0.00,1755.00,Credit Card,
T003933,2026-03-31 16:45,B07,M0325,Platinum,In-store,Coffee,1,85,0.00,85.00,QR PromptPay,
T003934,2026-03-31 17:39,B2,M0142,Silver,In-store,Bakery,1,110,0.00,110.00,Cash,
T003935,31/03/2026 18:04,B06,M0226,Bronze,App,Tea,4,95,0.00,380.00,Credit Card,
T003936,2026-03-31 18:15,B07,M0193,Bronze,In-store,Merchandise,1,395,0.00,395.00,Cash,3
T003937,2026-03-31 19:59,B04,M0174,Gold,App,Coffee,2,60,0.00,120.00,App Wallet,
T003937,2026-03-31 19:59,B04,M0174,Gold,App,Coffee,2,60,0.00,120.00,App Wallet,
T003938,2026-04-01 07:25,B03,M0132,Bronze,In-store,Bakery,1,85,0.00,85.00,Credit Card,
T003939,2026-04-01 08:12,B02,,,In-store,Bakery,1,90,0.00,90.00,QR PromptPay,3
T003940,2026-04-01 08:34,B01,M0276,Bronze,In-store,Coffee,2,110,0.00,220.00,Cash,
T003941,2026-04-01 08:54,B01,M0048,Silver,In-store,Bakery,2,70,0.00,140.00,Credit Card,4
T003942,2026-04-01 09:17,B04,M0143,bronze,App,Coffee,1,85,12.75,72.25,Credit Card,
T003943,01/04/2026 09:38,B06,,,In-store,Bakery,1,70,0.00,70.00,QR PromptPay,5
T003944,2026-04-01 10:08,B05,,,In-store,Coffee,2,120,0.00,240.00,QR PromptPay,5
T003945,2026-04-01 10:09,B04,,,In-store,Coffee,4,80,0.00,320.00,Cash,4
T003946,01/04/2026 10:26,B06,M0076,Bronze,In-store,Coffee,1,85,0.00,85.00,QR PromptPay,
T003947,2026-04-01 10:54,B03,M0103,Silver,Mobile App,Bakery,1,70,0.00,70.00,Credit Card,
T003946,01/04/2026 11:19,B06,M0076,Bronze,In-store,Coffee,-1,85,-0.00,-85.00,QR PromptPay,
T003948,2026-04-01 12:05,B03,M0044,Bronze,Delivery,Tea,2,65,26.00,104.00,Cash,3
T003949,2026-04-01 12:31,B03,M0197,Gold,In-store,Coffee,4,115,46.00,414.00,QR PromptPay,
T003950,2026-04-01 13:27,B01,M0216,Platinum,In-store,Merchandise,1,750,150.00,600.00,Credit Card,
T003951,2026-04-01 13:52,B05,M0002,Bronze,In-store,Coffee,1,70,0.00,70.00,Credit Card,
T003952,01/04/2026 14:44,B06,,,In-store,Coffee,2,70,0.00,140.00,QR PromptPay,
T003953,2026-04-01 15:17,B04,,,App,Bakery,1,65,0.00,65.00,Credit Card,4
T003954,01/04/2026 15:25,B06,M0285,Bronze,In-store,Coffee,1,85,8.50,76.50,Credit Card,
T003955,2026-04-01 15:34,B08,M0149,Bronze,Delivery,Bakery,2,70,0.00,140.00,QR PromptPay,2
T003956,2026-04-01 15:38,B03,,,app,Tea,1,80,0.00,80.00,App Wallet,
T003957,2026-04-01 16:33,B08,M0051,gold,In-store,Coffee,3,95,28.50,256.50,Cash,
T003958,2026-04-01 16:38,B07,,,Delivery,Coffee,3,120,0.00,360.00,Credit Card,
T003959,2026-04-01 16:57,B08,M0010,Bronze,App,Coffee,1,80,0.00,80.00,Credit Card,4
T003960,2026-04-01 17:59,B03,M0307,Platinum,Delivery,Coffee,4,80,0.00,320.00,Credit Card,
T003961,2026-04-01 18:05,B03,M0164,Bronze,In-store,Tea,1,75,3.75,71.25,Cash,
T003962,2026-04-01 19:04,B05,M0076,Bronze,App,Coffee,1,65,0.00,65.00,App Wallet,
T003963,2026-04-01 19:46,B1,M0208,Gold,In-store,Merchandise,1,270,27.00,243.00,Cash,
T003964,2026-04-01 19:51,B03,M0164,Bronze,delivery,Coffee,1,90,0.00,90.00,Credit Card,
T003965,2026-04-02 07:04,B08,M0027,Silver,In-store,Merchandise,1,265,0.00,265.00,QR PromptPay,
T003966,2026-04-02 08:33,B01,M0310,Gold,In-store,Bakery,1,45,0.00,45.00,Credit Card,
T003967,2026-04-02 08:35,B05,,,In-store,Coffee,2,90,0.00,180.00,QR PromptPay,5
T003968,2026-04-02 08:38,B02,M0138,Silver,App,Tea,4,80,0.00,320.00,Credit Card,
T003969,2026-04-02 09:48,B03,,,In-store,Coffee,3,60,0.00,180.00,Credit Card,5
T003970,2026-04-02 10:35,B07,M0294,Bronze,In-store,Coffee,1,75,0.00,75.00,Credit Card,4
T003971,2026-04-02 10:48,B03,,,App,Coffee,2,115,0.00,230.00,App Wallet,
T003972,2026-04-02 11:51,B05,,,Delivery ,Coffee,2,95,0.00,190.00,QR PromptPay,
T003973,2026-04-02 11:53,B05,M0031,Bronze,In-store,Bakery,2,100,20.00,180.00,Cash,
T003974,2026-04-02 11:54,B04,M0036,Platinum,In-store,Bakery,1,60,6.00,54.00,Cash,
T003975,2026-04-02 12:09,B07,M0027,Silver,In-store,Bakery,4,80,0.00,320.00,Credit Card,3
T003976,2026-04-02 12:20,B08,M0118,Gold,In-store,Coffee,1,60,0.00,60.00,Credit Card,
T003977,2026-04-02 12:34,B07,M0196,Bronze,In-store,Coffee,1,65,0.00,65.00,QR PromptPay,
T003978,02/04/2026 13:29,B06,,,In-store,Tea,3,65,0.00,195.00,QR PromptPay,5
T003979,2026-04-02 13:32,B08,,,App,Bakery,2,105,0.00,210.00,App Wallet,
T003980,2026-04-02 14:00,B03,M0044,Bronze,App,Tea,2,65,0.00,130.00,Credit Card,
T003981,2026-04-02 14:20,B03,M0132,Bronze,In-store,Coffee,2,70,0.00,140.00,Cash,
T003982,2026-04-02 14:30,B05,M0297,Bronze,In-store,Bakery,1,105,0.00,105.00,Credit Card,
T003983,2026-04-02 14:38,B02,,,In-store,Bakery,2,65,0.00,130.00,QR PromptPay,
T003984,2026-04-02 16:45,B03,,,In-store,Coffee,1,105,0.00,105.00,Cash,
T003985,2026-04-02 17:28,B01,M0097,Bronze,App,Coffee,2,80,0.00,160.00,Credit Card,
T003986,2026-04-02 18:08,B02,M0136,Bronze,Delivery,Coffee,2,110,0.00,220.00,QR PromptPay,
T003987,2026-04-02 18:26,B08,,,In-store,Bakery,2,75,0.00,150.00,QR PromptPay,4
T003988,2026-04-02 19:36,B02,,,Delivery,Bakery,1,105,0.00,105.00,Credit Card,
T003989,2026-04-02 19:36,B08,,,In-store,Tea,1,75,0.00,75.00,QR PromptPay,
T003990,2026-04-03 09:12,B04,,,In store,Coffee,2,75,0.00,150.00,QR PromptPay,
T003991,2026-04-03 10:11,B05,M0092,Bronze,App,Coffee,1,90,0.00,90.00,Credit Card,3
T003992,2026-04-03 12:15,B07,M0286,Silver,In-store,Coffee,4,105,0.00,420.00,QR PromptPay,3
T003993,2026-04-03 12:32,B07,,,In-store,Coffee,1,90,0.00,90.00,Cash,3
T003994,2026-04-03 12:45,B02,M0136,Bronze,Delivery,Tea,2,70,0.00,140.00,QR PromptPay,
T003995,2026-04-03 13:23,B05,,,In-store,Bakery,1,95,0.00,95.00,QR PromptPay,
T003996,2026-04-03 15:00,B01,M0174,Gold,In-store,Tea,1,95,0.00,95.00,QR PromptPay,
T003997,2026-04-03 16:00,B01,M0116,Bronze,in-store,Bakery,1,105,0.00,105.00,QR PromptPay,
T003997,2026-04-03 16:00,B01,M0116,Bronze,in-store,Bakery,1,105,0.00,105.00,QR PromptPay,
T003998,2026-04-03 16:04,B07,,,App,Coffee,3,55,0.00,165.00,App Wallet,
T003999,2026-04-03 16:43,B03,M0078,Silver,App,Coffee,3,95,0.00,285.00,App Wallet,5
T004000,2026-04-03 17:34,B08,M0051,Gold,App,Coffee,1,55,0.00,95.00,App Wallet,
T004001,2026-04-03 18:55,B04,M0174,Gold,Delivery,Coffee,1,115,23.00,92.00,QR PromptPay,
T004002,03/04/2026 19:05,B06,M0003,Bronze,In-store,Coffee,3,55,24.75,140.25,QR PromptPay,
T004003,03/04/2026 19:38,B06,M0304,Platinum,In-store,Coffee,2,95,28.50,161.50,Cash,
T004004,2026-04-04 07:54,B08,,,App,Bakery,3,75 THB,0.00,225.00,Credit Card,3
T004005,2026-04-04 08:13,B05,M0223,Silver,In store,Tea,3,60,0.00,180.00,QR PromptPay,5
T004006,2026-04-04 09:44,B01,M0048,Silver,Delivery,Merchandise,1,495,0.00,495.00,Cash,
T004007,2026-04-04 10:48,B05,M0092,Bronze,Delivery,Coffee,4,95,0.00,380.00,Credit Card,4
T004008,2026-04-04 10:54,B02,M0007,Silver,In-store,Coffee,1,90,0.00,90.00,QR PromptPay,5
T004009,2026-04-04 11:01,B05,,,App,Tea,2,55,0.00,110.00,App Wallet,3
T004010,2026-04-04 11:40,B03,,,In-store,Bakery,2,100,0.00,200.00,Credit Card,
T004011,2026-04-04 11:56,B05,M0092,Bronze,In-store,Coffee,4,90,0.00,360.00,QR PromptPay,
T004011,2026-04-04 12:01,B05,M0092,Bronze,In-store,Coffee,-4,90,-0.00,-360.00,QR PromptPay,
T004012,2026-04-04 12:01,B01,M0237,Silver,In-store,Coffee,4,90,0.00,360.00,QR PromptPay,4
T004013,2026-04-04 12:20,B03,M0202,Bronze,In-store,Tea,2,70,0.00,140.00,Cash,4
T004013,2026-04-04 12:20,B03,M0202,Bronze,In-store,Tea,2,70,0.00,140.00,Cash,4
T004014,2026-04-04 12:22,B05,,,Delivery,Bakery,2,80,0.00,160.00,Cash,4
T004015,2026-04-04 13:21,B07,,,Delivery,Bakery,1,85,0.00,85.00,Cash,
T004016,2026-04-04 13:24,B08,,,App,Bakery,2,65,0.00,130.00,Credit Card,
T004017,2026-04-04 13:44,B03,,,In-store,Tea,1,55,0.00,55.00,Cash,
T004018,04/04/2026 13:46,B06,,,App,Coffee,2,95,0.00,190.00,Credit Card,
T004019,2026-04-04 13:48,B04,,,Delivery,Bakery,1,50,0.00,50.00,QR PromptPay,
T004020,2026-04-04 15:49,B01,M0144,Silver,In-store,Coffee,2,65,13.00,117.00,Cash,
T004021,2026-04-04 16:41,B01,,,In-store,Coffee,1,80,0.00,80.00,QR PromptPay,
T004022,2026-04-04 16:49,B01,M0319,Gold,In-store,Coffee,1,85,0.00,85.00,QR PromptPay,5
T004023,2026-04-04 16:58,B04,,,In-store,Tea,1,70,0.00,70.00,QR PromptPay,
T004024,2026-04-04 17:00,B02,M0007,Silver,In-store,Coffee,4,55,11.00,209.00,Cash,
T004025,2026-04-04 17:33,B07,,,In-store,Tea,2,55,0.00,110.00,QR PromptPay,4
T004026,2026-04-04 17:43,B01,M0216,Platinum,In-store,Coffee,4,70,42.00,238.00,Cash,
T004027,2026-04-04 17:47,B07,M0284,Brz,App,Coffee,3,70,0.00,210.00,App Wallet,5
T004028,2026-04-04 18:35,B05,M0240,Platinum,Delivery,Coffee,1,80,16.00,64.00,Cash,4
T004029,2026-04-04 19:38,B05,M0309,Silver,App,Coffee,3,55,0.00,165.00,Credit Card,
T004030,2026-04-04 19:52,B04,M0301,Brz,In-store,Merchandise,4,260,0.00,1040.00,Credit Card,
T004031,2026-04-04 19:53,B07,M0027,Silver,App,Tea,4,65,13.00,247.00,App Wallet,3
T004029,2026-04-04 19:59,B05,M0309,SILVER,App,Coffee,-3,55,-0.00,-165.00,Credit Card,
T004032,2026-04-05 08:10,B02,M0265,Gold,App,Coffee,1,115,11.50,103.50,Credit Card,4
T004033,2026-04-05 08:36,B07,M0193,Bronze,App,Coffee,1,120,0.00,120.00,App Wallet,
T004034,2026-04-05 08:47,B02,,,In-store,Coffee,1,110,0.00,110.00,Cash,
T004035,2026-04-05 09:16,B03,,,Delivery,Coffee,3,65,0.00,195.00,QR PromptPay,
T004036,2026-04-05 09:24,B01,M0031,Bronze,In-store,Bakery,4,90,0.00,360.00,Credit Card,
T004037,2026-04-05 10:04,B05,M0070,Bronze,In-store,Tea,4,80,0.00,320.00,QR PromptPay,4
T004038,2026-04-05 10:14,B05,M0240,Platinum,In-store,Coffee,3,75,0.00,225.00,QR PromptPay,
T004039,2026-04-05 10:26,B01,M0139,Silver,App,Tea,1,80,0.00,80.00,App Wallet,
T004040,2026-04-05 11:32,B04,,,App,Merchandise,1,635,0.00,635.00,App Wallet,4
T004041,2026-04-05 12:20,B05,,,App,Coffee,1,85,0.00,85.00,App Wallet,
T004042,05/04/2026 12:20,B06,M0056,Platinum,In-store,Coffee,4,120,48.00,432.00,QR PromptPay,
T004043,2026-04-05 12:46,B05,M0297,Bronze,App,Coffee,1,90,0.00,90.00,App Wallet,4
T004044,2026-04-05 13:07,B04,M0144,Silver,App,Coffee,1,60,0.00,60.00,App Wallet,
T004045,2026-04-05 14:15,B02,M0257,Silver,In-store,Tea,1,60,0.00,60.00,Cash,3
T004046,2026-04-05 14:32,B07,M0193,Brz,App,Bakery,4,85,0.00,340.00,Credit Card,
T004047,2026-04-05 14:43,B08,,,In-store,Bakery,4,50,0.00,200.00,QR PromptPay,
T004048,2026-04-05 15:29,B08,M0171,Gold,App,Tea,1,65,6.50,58.50,App Wallet,4
T004049,2026-04-05 16:02,B01,,,App,Coffee,2,90,0.00,180.00,App Wallet,3
T004050,05/04/2026 16:06,B06,M0229,Platinum,App,Bakery,2,85,17.00,153.00,App Wallet,1
T004051,2026-04-05 16:24,B04,M0258,Brz,App,Tea,4,90,36.00,324.00,App Wallet,
T004052,2026-04-05 17:04,B01,M0061,Silver,In-store,Coffee,3,70,0.00,210.00,Cash,
T004053,2026-04-05 17:22,B08,,,In-store,Bakery,1,80,0.00,80.00,QR PromptPay,
T004054,2026-04-05 18:19,B08,M0244,Bronze,In-store,Coffee,2,70,28.00,112.00,QR PromptPay,
T004054,2026-04-05 18:19,B08,M0244,Bronze,In-store,Coffee,2,70,28.00,112.00,QR PromptPay,
T004055,2026-04-05 19:25,B02,M0015,Gold,In-store,Bakery,3,60,0.00,180.00,Credit Card,5
T004056,05/04/2026 19:48,B06,,,In-store,Coffee,2,90,0.00,180.00,Credit Card,4
T004057,2026-04-06 07:08,B03,M0312,Silver,App,Coffee,2,95,0.00,190.00,App Wallet,
T004058,2026-04-06 08:26,B05,M0159,Platinum,In-store,Coffee,2,110,33.00,187.00,Cash,5
T004059,2026-04-06 08:47,B02,M0150,Bronze,In-store,Coffee,1,120,6.00,114.00,QR PromptPay,
T004060,2026-04-06 08:49,B08,,,In-store,Coffee,3,60,0.00,180.00,Cash,
T004061,2026-04-06 08:52,B08,M0109,Bronze,In-store,Coffee,2,55,0.00,110.00,QR PromptPay,
T004062,2026-04-06 10:11,B07,,,In-store,Bakery,1,75,0.00,75.00,QR PromptPay,3
T004063,2026-04-06 10:25,B07,M0170,Gold,App,Bakery,1,75,0.00,75.00,App Wallet,
T004064,2026-04-06 11:06,B03,,,delivery,Coffee,4,110,0.00,440.00,QR PromptPay,
T004065,2026-04-06 11:20,B03,M0044,Bronze,In-store,Coffee,1,100,0.00,100.00,Cash,
T004066,2026-04-06 12:20,B07,M0222,Silver,App,Merchandise,1,555,0.00,555.00,Credit Card,
T004067,2026-04-06 13:24,B08,M0002,Bronze,In-store,Coffee,1,75,0.00,75.00,QR PromptPay,
T004068,2026-04-06 13:39,B01,M0045,Gold,Delivery,Tea,1,85,0.00,85.00,Cash,
T004069,2026-04-06 13:51,B04,,,Delivery,Merchandise,2,535,0.00,1070.00,Cash,
T004070,06/04/2026 15:20,B06,M0273,Silver,Delivery,Coffee,2,110,0.00,220.00,Cash,
T004071,2026-04-06 15:27,B05,M0297,Bronze,In-store,Coffee,3,120,0.00,360.00,Cash,
T004072,2026-04-06 16:14,B01,,,In-store,Bakery,2,100,0.00,200.00,Credit Card,
T004073,06/04/2026 16:46,B06,M0193,Bronze,In-store,Tea,2,90,0.00,180.00,Credit Card,
T004074,2026-04-06 19:22,B02,M0142,Silver,In-store,Coffee,2,55,0.00,110.00,QR PromptPay,4
T004075,2026-04-07 08:25,B05,M0118,GOLD,In-store,Bakery,1,70,0.00,70.00,Cash,
T004076,2026-04-07 08:25,B05,M0092,Bronze,App,Tea,2,95,0.00,190.00,Credit Card,3
T004077,2026-04-07 08:51,B03,M0114,Silver,Delivery,Coffee,4,115,0.00,460.00,QR PromptPay,4
T004078,2026-04-07 08:52,B01,M0286,Silver,Delivery,Tea,1,70,0.00,70.00,Cash,3
T004079,2026-04-07 09:20,B05,M0240,Platinum,App,Coffee,1,75,11.25,63.75,App Wallet,4
T004080,07/04/2026 11:49,B06,M0213,Silver,In-store,Tea,1,80,0.00,80.00,QR PromptPay,5
T004081,2026-04-07 12:03,B05,,,App,Coffee,3,70,0.00,210.00,Credit Card,
T004082,2026-04-07 12:06,B02,M0082,Bronze,In-store,Merchandise,4,690,0.00,2760.00,QR PromptPay,4
T004083,07/04/2026 12:16,B06,,,In-store,Coffee,2,75,0.00,150.00,Cash,
T004084,2026-04-07 12:34,B07,,,App,Coffee,1,110,0.00,110.00,Credit Card,2
T004085,2026-04-07 13:27,B01,M0127,silver,In-store,Bakery,2,105,31.50,178.50,Cash,3
T004086,2026-04-07 13:41,B03,M0082,Bronze,In-store,Tea,2,80,0.00,160.00,QR PromptPay,
T004087,2026-04-07 16:08,B08,M0087,Bronze,Delivery,Coffee,1,95,0.00,95.00,Cash,5
T004088,2026-04-07 16:18,B05,M0055,Silver,App,Coffee,1,60,0.00,60.00,Credit Card,
T004089,2026-04-07 17:00,B03,M0092,Bronze,In-store,Bakery,2,90,0.00,180.00,QR PromptPay,
T004090,2026-04-07 18:03,B04,,,In-store,Coffee,3,95,0.00,285.00,QR PromptPay,
T004091,2026-04-07 18:17,B01,M0076,Bronze,In-store,Coffee,1,55,0.00,55.00,Credit Card,5
T004092,2026-04-07 19:15,B08,,,In-store,Bakery,1,90,0.00,90.00,Credit Card,
T004093,2026-04-08 07:01,B07,M0289,Silver,In-store,Bakery,1,85,0.00,85.00,Credit Card,
T004094,2026-04-08 08:20,B02,M9039,Silver,In-store,Coffee,4,110,0.00,440.00,QR PromptPay,
T004095,2026-04-08 08:31,B07,,,Mobile App,Coffee,1,85,0.00,85.00,Credit Card,
T004096,2026-04-08 08:45,B04,M0258,Bronze,In-store,Merchandise,1,795,119.25,675.75,Credit Card,5
T004097,2026-04-08 11:03,B04,M0174,Gold,In-store,Coffee,1,110,0.00,110.00,Credit Card,
T004098,2026-04-08 11:44,B08,M0051,Gold,App,Tea,3,60,0.00,180.00,Credit Card,4
T004099,2026-04-08 13:03,B01,,,In-store,Coffee,3,110,0.00,330.00,QR PromptPay,3
T004100,2026-04-08 13:40,B01,M0237,Silver,In-store,Coffee,1,75,0.00,75.00,QR PromptPay,
T004101,2026-04-08 13:43,B01,M0045,Gold,Delivery,Coffee,2,80,8.00,152.00,Credit Card,
T004102,2026-04-08 14:37,B07,M0054,Bronze,In-store,Coffee,1,105,0.00,105.00,Cash,
T004102,2026-04-08 14:52,B07,M0054,Bronze,In-store,Coffee,-1,105,-0.00,-105.00,Cash,
T004103,2026-04-08 15:33,B03,M0078,SILVER,App,Bakery,1,90,9.00,81.00,App Wallet,4
T004104,2026-04-08 16:16,B03,M0106,Bronze,In-store,Coffee,3,100,60.00,240.00,Credit Card,
T004105,08/04/2026 16:29,B06,M0304,Platinum,App,Coffee,4,55,22.00,198.00,App Wallet,
T004106,2026-04-08 16:51,B01,M0045,Gold,In-store,Coffee,1,115,11.50,103.50,Credit Card,
T004107,2026-04-08 17:03,B03,M0071,Bronze,In-store,Coffee,1,100,0.00,100.00,Cash,4
T004108,2026-04-08 17:17,B03,M0197,Gold,In-store,Bakery,2,60,0.00,120.00,QR PromptPay,2
T004109,2026-04-08 18:31,B07,M0264,Bronze,App,Tea,2,80,0.00,160.00,Credit Card,5
T004110,2026-04-08 19:12,B05,M0120,Bronze,In-store,Coffee,1,115,0.00,115.00,Cash,4
T004111,2026-04-09 07:02,B02,M0015,Gold,In-store,Merchandise,3,760,0.00,2280.00,Credit Card,
T004112,09/04/2026 07:18,B06,,,In-store,Tea,3,80,0.00,240.00,Credit Card,
T004113,2026-04-09 07:24,B01,M0216,Platinum,App,Coffee,2,100,30.00,170.00,Credit Card,
T004114,2026-04-09 07:50,B05,M0223,Silver,In-store,Merchandise,1,575,115.00,460.00,QR PromptPay,
T004115,09/04/2026 08:26,B06,M9349,Bronze,In-store,Coffee,2,120,0.00,240.00,Cash,
T004116,2026-04-09 08:30,B02,M0244,Bronze,In-store,Merchandise,1,745,0.00,745.00,Cash,
T004117,2026-04-09 09:08,B02,,,In-store,Tea,2,50,0.00,100.00,Cash,
